 case_id,province,city_x,group,infection_case,confirmed,latitude_x,longitude_x,code,city_y,latitude_y,longitude_y,elementary_school_count,kindergarten_count,university_count,academy_ratio,elderly_population_ratio,elderly_alone_ratio,nursing_home_count
2000002,Gyeonggi-do,Bucheon-si,True,Coupang Logistics Center,67,37.530579,126.775254,20300,Hanam-si,37.53926,127.214944,20,34,0,1.16,12.43,4.8,381
2000002,Gyeonggi-do,Bucheon-si,True,Coupang Logistics Center,67,37.530579,126.775254,20310,Hwaseong-si,37.199536,126.83133,92,167,6,1.72,8.58,3.3,1001
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20000,Gyeonggi-do,37.275119,127.009466,1277,2237,61,1.6,12.63,5.2,20491
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20010,Gapyeong-gun,37.831297,127.509555,13,14,0,0.88,25.09,12.0,114
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20020,Goyang-si,37.658363,126.831961,84,171,2,1.88,12.82,5.2,1608
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20030,Gwacheon-si,37.42915,126.987616,4,7,0,1.36,13.98,5.7,92
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20040,Gwangmyeong-si,37.478541,126.864648,25,48,0,1.73,13.25,5.8,530
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20050,Gwangju-si,37.429322,127.255153,27,42,2,1.09,12.65,4.0,406
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20060,Guri-si,37.594267,127.129549,16,30,0,1.94,12.88,5.1,418
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20070,Gunpo-si,37.361653,126.935206,26,49,1,1.58,12.42,5.4,429
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20080,Gimpo-si,37.615238,126.715601,43,90,2,1.74,12.1,4.4,604
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20090,Namyangju-si,37.635791,127.216552,64,110,1,1.38,13.44,5.0,912
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20100,Dongducheon-si,37.903568,127.060347,11,19,1,1.03,19.56,9.7,140
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20110,Bucheon-si,37.503393,126.766049,64,124,4,1.51,12.77,5.4,1432
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20120,Seongnam-si,37.42,127.126703,72,127,3,2.08,13.52,5.6,2095
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20130,Suwon-si,37.263376,127.028613,99,192,4,1.72,10.5,4.5,2082
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20140,Siheung-si,37.38011,126.803009,46,74,2,1.55,8.86,3.8,622
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20150,Ansan-si,37.321863,126.83092,54,94,4,1.49,10.35,4.6,1024
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20160,Anseong-si,37.008008,127.279763,35,51,3,1.27,16.95,7.2,271
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20170,Anyang-si,37.394258,126.956752,41,79,4,1.86,12.88,5.1,1099
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20180,Yangju-si,37.785253,127.045823,33,48,1,1.16,15.23,6.3,252
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20190,Yangpyeong-gun,37.491744,127.48757,22,25,1,0.78,24.66,11.1,178
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20200,Yeoju-si,37.298209,127.637351,23,34,1,1.0,21.05,8.8,191
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20210,Yeoncheon-gun,38.096409,127.075067,13,13,0,0.82,25.41,12.7,69
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20220,Osan-si,37.149854,127.077461,23,50,2,1.25,9.09,3.6,314
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20230,Yongin-si,37.240985,127.17805,103,169,7,1.82,12.77,4.1,1429
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20240,Uiwang-si,37.344649,126.968299,14,24,1,1.09,12.99,5.0,189
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20250,Uijeongbu-si,37.738058,127.033716,33,62,1,1.59,14.61,6.4,729
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20260,Icheon-si,37.272169,127.434991,31,51,2,1.76,13.71,5.8,333
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20270,Paju-si,37.759818,126.7799,57,98,1,1.34,13.52,5.3,573
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20280,Pyeongtaek-si,36.992293,127.112709,58,108,3,1.39,12.13,5.6,765
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20290,Pocheon-si,37.894881,127.200346,31,33,2,0.89,18.92,8.2,209
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20300,Hanam-si,37.53926,127.214944,20,34,0,1.16,12.43,4.8,381
2000003,Gyeonggi-do,from other city,True,Itaewon Clubs,59,-,-,20310,Hwaseong-si,37.199536,126.83133,92,167,6,1.72,8.58,3.3,1001
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20000,Gyeonggi-do,37.275119,127.009466,1277,2237,61,1.6,12.63,5.2,20491
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20010,Gapyeong-gun,37.831297,127.509555,13,14,0,0.88,25.09,12.0,114
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20020,Goyang-si,37.658363,126.831961,84,171,2,1.88,12.82,5.2,1608
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20030,Gwacheon-si,37.42915,126.987616,4,7,0,1.36,13.98,5.7,92
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20040,Gwangmyeong-si,37.478541,126.864648,25,48,0,1.73,13.25,5.8,530
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20050,Gwangju-si,37.429322,127.255153,27,42,2,1.09,12.65,4.0,406
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20060,Guri-si,37.594267,127.129549,16,30,0,1.94,12.88,5.1,418
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20070,Gunpo-si,37.361653,126.935206,26,49,1,1.58,12.42,5.4,429
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20080,Gimpo-si,37.615238,126.715601,43,90,2,1.74,12.1,4.4,604
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20090,Namyangju-si,37.635791,127.216552,64,110,1,1.38,13.44,5.0,912
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20100,Dongducheon-si,37.903568,127.060347,11,19,1,1.03,19.56,9.7,140
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20110,Bucheon-si,37.503393,126.766049,64,124,4,1.51,12.77,5.4,1432
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20120,Seongnam-si,37.42,127.126703,72,127,3,2.08,13.52,5.6,2095
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20130,Suwon-si,37.263376,127.028613,99,192,4,1.72,10.5,4.5,2082
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20140,Siheung-si,37.38011,126.803009,46,74,2,1.55,8.86,3.8,622
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20150,Ansan-si,37.321863,126.83092,54,94,4,1.49,10.35,4.6,1024
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20160,Anseong-si,37.008008,127.279763,35,51,3,1.27,16.95,7.2,271
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20170,Anyang-si,37.394258,126.956752,41,79,4,1.86,12.88,5.1,1099
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20180,Yangju-si,37.785253,127.045823,33,48,1,1.16,15.23,6.3,252
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20190,Yangpyeong-gun,37.491744,127.48757,22,25,1,0.78,24.66,11.1,178
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20200,Yeoju-si,37.298209,127.637351,23,34,1,1.0,21.05,8.8,191
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20210,Yeoncheon-gun,38.096409,127.075067,13,13,0,0.82,25.41,12.7,69
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20220,Osan-si,37.149854,127.077461,23,50,2,1.25,9.09,3.6,314
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20230,Yongin-si,37.240985,127.17805,103,169,7,1.82,12.77,4.1,1429
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20240,Uiwang-si,37.344649,126.968299,14,24,1,1.09,12.99,5.0,189
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20250,Uijeongbu-si,37.738058,127.033716,33,62,1,1.59,14.61,6.4,729
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20260,Icheon-si,37.272169,127.434991,31,51,2,1.76,13.71,5.8,333
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20270,Paju-si,37.759818,126.7799,57,98,1,1.34,13.52,5.3,573
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20280,Pyeongtaek-si,36.992293,127.112709,58,108,3,1.39,12.13,5.6,765
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20290,Pocheon-si,37.894881,127.200346,31,33,2,0.89,18.92,8.2,209
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20300,Hanam-si,37.53926,127.214944,20,34,0,1.16,12.43,4.8,381
2000004,Gyeonggi-do,from other city,True,Richway,58,-,-,20310,Hwaseong-si,37.199536,126.83133,92,167,6,1.72,8.58,3.3,1001
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20000,Gyeonggi-do,37.275119,127.009466,1277,2237,61,1.6,12.63,5.2,20491
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20010,Gapyeong-gun,37.831297,127.509555,13,14,0,0.88,25.09,12.0,114
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20020,Goyang-si,37.658363,126.831961,84,171,2,1.88,12.82,5.2,1608
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20030,Gwacheon-si,37.42915,126.987616,4,7,0,1.36,13.98,5.7,92
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20040,Gwangmyeong-si,37.478541,126.864648,25,48,0,1.73,13.25,5.8,530
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20050,Gwangju-si,37.429322,127.255153,27,42,2,1.09,12.65,4.0,406
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20060,Guri-si,37.594267,127.129549,16,30,0,1.94,12.88,5.1,418
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20070,Gunpo-si,37.361653,126.935206,26,49,1,1.58,12.42,5.4,429
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20080,Gimpo-si,37.615238,126.715601,43,90,2,1.74,12.1,4.4,604
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20090,Namyangju-si,37.635791,127.216552,64,110,1,1.38,13.44,5.0,912
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20100,Dongducheon-si,37.903568,127.060347,11,19,1,1.03,19.56,9.7,140
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20110,Bucheon-si,37.503393,126.766049,64,124,4,1.51,12.77,5.4,1432
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20120,Seongnam-si,37.42,127.126703,72,127,3,2.08,13.52,5.6,2095
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20130,Suwon-si,37.263376,127.028613,99,192,4,1.72,10.5,4.5,2082
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20140,Siheung-si,37.38011,126.803009,46,74,2,1.55,8.86,3.8,622
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20150,Ansan-si,37.321863,126.83092,54,94,4,1.49,10.35,4.6,1024
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20160,Anseong-si,37.008008,127.279763,35,51,3,1.27,16.95,7.2,271
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20170,Anyang-si,37.394258,126.956752,41,79,4,1.86,12.88,5.1,1099
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20180,Yangju-si,37.785253,127.045823,33,48,1,1.16,15.23,6.3,252
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20190,Yangpyeong-gun,37.491744,127.48757,22,25,1,0.78,24.66,11.1,178
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20200,Yeoju-si,37.298209,127.637351,23,34,1,1.0,21.05,8.8,191
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20210,Yeoncheon-gun,38.096409,127.075067,13,13,0,0.82,25.41,12.7,69
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20220,Osan-si,37.149854,127.077461,23,50,2,1.25,9.09,3.6,314
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20230,Yongin-si,37.240985,127.17805,103,169,7,1.82,12.77,4.1,1429
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20240,Uiwang-si,37.344649,126.968299,14,24,1,1.09,12.99,5.0,189
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20250,Uijeongbu-si,37.738058,127.033716,33,62,1,1.59,14.61,6.4,729
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20260,Icheon-si,37.272169,127.434991,31,51,2,1.76,13.71,5.8,333
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20270,Paju-si,37.759818,126.7799,57,98,1,1.34,13.52,5.3,573
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20280,Pyeongtaek-si,36.992293,127.112709,58,108,3,1.39,12.13,5.6,765
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20290,Pocheon-si,37.894881,127.200346,31,33,2,0.89,18.92,8.2,209
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20300,Hanam-si,37.53926,127.214944,20,34,0,1.16,12.43,4.8,381
2000005,Gyeonggi-do,Uijeongbu-si,True,Uijeongbu St. Mary’s Hospital,50,37.758635,127.077716,20310,Hwaseong-si,37.199536,126.83133,92,167,6,1.72,8.58,3.3,1001
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20000,Gyeonggi-do,37.275119,127.009466,1277,2237,61,1.6,12.63,5.2,20491
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20010,Gapyeong-gun,37.831297,127.509555,13,14,0,0.88,25.09,12.0,114
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20020,Goyang-si,37.658363,126.831961,84,171,2,1.88,12.82,5.2,1608
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20030,Gwacheon-si,37.42915,126.987616,4,7,0,1.36,13.98,5.7,92
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20040,Gwangmyeong-si,37.478541,126.864648,25,48,0,1.73,13.25,5.8,530
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20050,Gwangju-si,37.429322,127.255153,27,42,2,1.09,12.65,4.0,406
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20060,Guri-si,37.594267,127.129549,16,30,0,1.94,12.88,5.1,418
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20070,Gunpo-si,37.361653,126.935206,26,49,1,1.58,12.42,5.4,429
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20080,Gimpo-si,37.615238,126.715601,43,90,2,1.74,12.1,4.4,604
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20090,Namyangju-si,37.635791,127.216552,64,110,1,1.38,13.44,5.0,912
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20100,Dongducheon-si,37.903568,127.060347,11,19,1,1.03,19.56,9.7,140
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20110,Bucheon-si,37.503393,126.766049,64,124,4,1.51,12.77,5.4,1432
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20120,Seongnam-si,37.42,127.126703,72,127,3,2.08,13.52,5.6,2095
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20130,Suwon-si,37.263376,127.028613,99,192,4,1.72,10.5,4.5,2082
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20140,Siheung-si,37.38011,126.803009,46,74,2,1.55,8.86,3.8,622
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20150,Ansan-si,37.321863,126.83092,54,94,4,1.49,10.35,4.6,1024
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20160,Anseong-si,37.008008,127.279763,35,51,3,1.27,16.95,7.2,271
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20170,Anyang-si,37.394258,126.956752,41,79,4,1.86,12.88,5.1,1099
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20180,Yangju-si,37.785253,127.045823,33,48,1,1.16,15.23,6.3,252
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20190,Yangpyeong-gun,37.491744,127.48757,22,25,1,0.78,24.66,11.1,178
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20200,Yeoju-si,37.298209,127.637351,23,34,1,1.0,21.05,8.8,191
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20210,Yeoncheon-gun,38.096409,127.075067,13,13,0,0.82,25.41,12.7,69
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20220,Osan-si,37.149854,127.077461,23,50,2,1.25,9.09,3.6,314
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20230,Yongin-si,37.240985,127.17805,103,169,7,1.82,12.77,4.1,1429
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20240,Uiwang-si,37.344649,126.968299,14,24,1,1.09,12.99,5.0,189
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20250,Uijeongbu-si,37.738058,127.033716,33,62,1,1.59,14.61,6.4,729
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20260,Icheon-si,37.272169,127.434991,31,51,2,1.76,13.71,5.8,333
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20270,Paju-si,37.759818,126.7799,57,98,1,1.34,13.52,5.3,573
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20280,Pyeongtaek-si,36.992293,127.112709,58,108,3,1.39,12.13,5.6,765
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20290,Pocheon-si,37.894881,127.200346,31,33,2,0.89,18.92,8.2,209
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20300,Hanam-si,37.53926,127.214944,20,34,0,1.16,12.43,4.8,381
2000006,Gyeonggi-do,from other city,True,Guro-gu Call Center,50,-,-,20310,Hwaseong-si,37.199536,126.83133,92,167,6,1.72,8.58,3.3,1001
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20000,Gyeonggi-do,37.275119,127.009466,1277,2237,61,1.6,12.63,5.2,20491
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20010,Gapyeong-gun,37.831297,127.509555,13,14,0,0.88,25.09,12.0,114
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20020,Goyang-si,37.658363,126.831961,84,171,2,1.88,12.82,5.2,1608
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20030,Gwacheon-si,37.42915,126.987616,4,7,0,1.36,13.98,5.7,92
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20040,Gwangmyeong-si,37.478541,126.864648,25,48,0,1.73,13.25,5.8,530
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20050,Gwangju-si,37.429322,127.255153,27,42,2,1.09,12.65,4.0,406
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20060,Guri-si,37.594267,127.129549,16,30,0,1.94,12.88,5.1,418
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20070,Gunpo-si,37.361653,126.935206,26,49,1,1.58,12.42,5.4,429
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20080,Gimpo-si,37.615238,126.715601,43,90,2,1.74,12.1,4.4,604
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20090,Namyangju-si,37.635791,127.216552,64,110,1,1.38,13.44,5.0,912
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20100,Dongducheon-si,37.903568,127.060347,11,19,1,1.03,19.56,9.7,140
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20110,Bucheon-si,37.503393,126.766049,64,124,4,1.51,12.77,5.4,1432
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20120,Seongnam-si,37.42,127.126703,72,127,3,2.08,13.52,5.6,2095
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20130,Suwon-si,37.263376,127.028613,99,192,4,1.72,10.5,4.5,2082
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20140,Siheung-si,37.38011,126.803009,46,74,2,1.55,8.86,3.8,622
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20150,Ansan-si,37.321863,126.83092,54,94,4,1.49,10.35,4.6,1024
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20160,Anseong-si,37.008008,127.279763,35,51,3,1.27,16.95,7.2,271
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20170,Anyang-si,37.394258,126.956752,41,79,4,1.86,12.88,5.1,1099
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20180,Yangju-si,37.785253,127.045823,33,48,1,1.16,15.23,6.3,252
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20190,Yangpyeong-gun,37.491744,127.48757,22,25,1,0.78,24.66,11.1,178
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20200,Yeoju-si,37.298209,127.637351,23,34,1,1.0,21.05,8.8,191
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20210,Yeoncheon-gun,38.096409,127.075067,13,13,0,0.82,25.41,12.7,69
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20220,Osan-si,37.149854,127.077461,23,50,2,1.25,9.09,3.6,314
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20230,Yongin-si,37.240985,127.17805,103,169,7,1.82,12.77,4.1,1429
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20240,Uiwang-si,37.344649,126.968299,14,24,1,1.09,12.99,5.0,189
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20250,Uijeongbu-si,37.738058,127.033716,33,62,1,1.59,14.61,6.4,729
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20260,Icheon-si,37.272169,127.434991,31,51,2,1.76,13.71,5.8,333
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20270,Paju-si,37.759818,126.7799,57,98,1,1.34,13.52,5.3,573
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20280,Pyeongtaek-si,36.992293,127.112709,58,108,3,1.39,12.13,5.6,765
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20290,Pocheon-si,37.894881,127.200346,31,33,2,0.89,18.92,8.2,209
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20300,Hanam-si,37.53926,127.214944,20,34,0,1.16,12.43,4.8,381
2000007,Gyeonggi-do,from other city,True,Shincheonji Church,29,-,-,20310,Hwaseong-si,37.199536,126.83133,92,167,6,1.72,8.58,3.3,1001
2000008,Gyeonggi-do,from other city,True,Yangcheon Table Tennis Club,28,-,-,20000,Gyeonggi-do,37.275119,127.009466,1277,2237,61,1.6,12.63,5.2,20491
2000008,Gyeonggi-do,from other city,True,Yangcheon Table Tennis Club,28,-,-,20010,Gapyeong-gun,37.831297,127.509555,13,14,0,0.88,25.09,12.0,114
2000008,Gyeonggi-do,from other city,True,Yangcheon Table Tennis Club,28,-,-,20020,Goyang-si,37.658363,126.831961,84,171,2,1.88,12.82,5.2,1608
2000008,Gyeonggi-do,from other city,True,Yangcheon Table Tennis Club,28,-,-,20030,Gwacheon-si,37.42915,126.987616,4,7,0,1.36,13.98,5.7,92
2000008,Gyeonggi-do,from other city,True,Yangcheon Table Tennis Club,28,-,-,20040,Gwangmyeong-si,37.478541,126.864648,25,48,0,1.73,13.25,5.8,530
2000008,Gyeonggi-do,from other city,True,Yangcheon Table Tennis Club,28,-,-,20050,Gwangju-si,37.429322,127.255153,27,42,2,1.09,12.65,4.0,406
2000008,Gyeonggi-do,from other city,True,Yangcheon Table Tennis Club,28,-,-,20060,Guri-si,37.594267,127.129549,16,30,0,1.94,12.88,5.1,418
2000008,Gyeonggi-do,from other city,True,Yangcheon Table Tennis Club,28,-,-,20070,Gunpo-si,37.361653,126.935206,26,49,1,1.58,12.42,5.4,429
2000008,Gyeonggi-do,from other city,True,Yangcheon Table Tennis Club,28,-,-,20080,Gimpo-si,37.615238,126.715601,43,90,2,1.74,12.1,4.4,604
2000008,Gyeonggi-do,from other city,True,Yangcheon Table Tennis Club,28,-,-,20090,Namyangju-si,37.635791,127.216552,64,110,1,1.38,13.44,5.0,912
