code,province,city,latitude,longitude,confirmed,elementary_school_count,elderly_population_ratio,elderly_alone_ratio,nursing_home_count,academy_ratio
10180,Seoul,Songpa-gu,37.51462,127.106141,4,40,13.1,4.1,1527,1.65
10190,Seoul,Yangcheon-gu,37.517189,126.866618,4,30,13.55,5.5,816,2.26
10200,Seoul,Yeongdeungpo-gu,37.526505,126.89619,4,23,15.6,5.8,1001,1.21
10210,Seoul,Yongsan-gu,37.532768,126.990021,4,15,16.87,6.5,435,0.68
10220,Seoul,Eunpyeong-gu,37.603481,126.929173,4,31,17.0,6.5,874,1.09
10230,Seoul,Jongno-gu,37.572999,126.979189,4,13,18.27,6.8,668,1.71
10240,Seoul,Jung-gu,37.563988,126.99753,4,12,18.42,7.4,728,0.94
10250,Seoul,Jungnang-gu,37.606832,127.092656,4,23,16.65,6.9,689,0.7
10000,Seoul,Seoul,37.566953,126.977977,0,607,15.38,5.8,22739,1.44
10010,Seoul,Gangnam-gu,37.518421,127.047222,0,33,13.17,4.3,3088,4.18
10020,Seoul,Gangdong-gu,37.530492,127.123837,0,27,14.55,5.4,1023,1.54
10030,Seoul,Gangbuk-gu,37.639938,127.025508,0,14,19.49,8.5,628,0.67
10040,Seoul,Gangseo-gu,37.551166,126.849506,0,36,14.39,5.7,1080,1.17
10050,Seoul,Gwanak-gu,37.47829,126.951502,0,22,15.12,4.9,909,0.89
10060,Seoul,Gwangjin-gu,37.538712,127.082366,0,22,13.75,4.8,723,1.16
10070,Seoul,Guro-gu,37.495632,126.88765,0,26,16.21,5.7,741,1.0
10080,Seoul,Geumcheon-gu,37.456852,126.895229,0,18,16.15,6.7,475,0.96
10090,Seoul,Nowon-gu,37.654259,127.056294,0,42,15.4,7.4,952,1.39
10100,Seoul,Dobong-gu,37.668952,127.047082,0,23,17.89,7.2,485,0.95
10110,Seoul,Dongdaemun-gu,37.574552,127.039721,0,21,17.26,6.7,832,1.06
10120,Seoul,Dongjak-gu,37.510571,126.963604,0,21,15.85,5.2,762,1.17
10130,Seoul,Mapo-gu,37.566283,126.901644,0,22,14.05,4.9,929,1.83
10140,Seoul,Seodaemun-gu,37.579428,126.936771,0,19,16.77,6.2,587,1.12
10150,Seoul,Seocho-gu,37.483804,127.032693,0,24,13.39,3.8,1465,2.6
10160,Seoul,Seongdong-gu,37.563277,127.036647,0,21,14.76,5.3,593,0.97
10170,Seoul,Seongbuk-gu,37.589562,127.0167,0,29,16.15,6.0,729,1.02
10180,Seoul,Songpa-gu,37.51462,127.106141,0,40,13.1,4.1,1527,1.65
10190,Seoul,Yangcheon-gu,37.517189,126.866618,0,30,13.55,5.5,816,2.26
10200,Seoul,Yeongdeungpo-gu,37.526505,126.89619,0,23,15.6,5.8,1001,1.21
10210,Seoul,Yongsan-gu,37.532768,126.990021,0,15,16.87,6.5,435,0.68
10220,Seoul,Eunpyeong-gu,37.603481,126.929173,0,31,17.0,6.5,874,1.09
10230,Seoul,Jongno-gu,37.572999,126.979189,0,13,18.27,6.8,668,1.71
10240,Seoul,Jung-gu,37.563988,126.99753,0,12,18.42,7.4,728,0.94
10250,Seoul,Jungnang-gu,37.606832,127.092656,0,23,16.65,6.9,689,0.7
10000,Seoul,Seoul,37.566953,126.977977,4,607,15.38,5.8,22739,1.44
10010,Seoul,Gangnam-gu,37.518421,127.047222,4,33,13.17,4.3,3088,4.18
10020,Seoul,Gangdong-gu,37.530492,127.123837,4,27,14.55,5.4,1023,1.54
10030,Seoul,Gangbuk-gu,37.639938,127.025508,4,14,19.49,8.5,628,0.67
10040,Seoul,Gangseo-gu,37.551166,126.849506,4,36,14.39,5.7,1080,1.17
10050,Seoul,Gwanak-gu,37.47829,126.951502,4,22,15.12,4.9,909,0.89
10060,Seoul,Gwangjin-gu,37.538712,127.082366,4,22,13.75,4.8,723,1.16
10070,Seoul,Guro-gu,37.495632,126.88765,4,26,16.21,5.7,741,1.0
10080,Seoul,Geumcheon-gu,37.456852,126.895229,4,18,16.15,6.7,475,0.96
10090,Seoul,Nowon-gu,37.654259,127.056294,4,42,15.4,7.4,952,1.39
10100,Seoul,Dobong-gu,37.668952,127.047082,4,23,17.89,7.2,485,0.95
10110,Seoul,Dongdaemun-gu,37.574552,127.039721,4,21,17.26,6.7,832,1.06
10120,Seoul,Dongjak-gu,37.510571,126.963604,4,21,15.85,5.2,762,1.17
10130,Seoul,Mapo-gu,37.566283,126.901644,4,22,14.05,4.9,929,1.83
10140,Seoul,Seodaemun-gu,37.579428,126.936771,4,19,16.77,6.2,587,1.12
10150,Seoul,Seocho-gu,37.483804,127.032693,4,24,13.39,3.8,1465,2.6
10160,Seoul,Seongdong-gu,37.563277,127.036647,4,21,14.76,5.3,593,0.97
10170,Seoul,Seongbuk-gu,37.589562,127.0167,4,29,16.15,6.0,729,1.02
10180,Seoul,Songpa-gu,37.51462,127.106141,4,40,13.1,4.1,1527,1.65
10190,Seoul,Yangcheon-gu,37.517189,126.866618,4,30,13.55,5.5,816,2.26
10200,Seoul,Yeongdeungpo-gu,37.526505,126.89619,4,23,15.6,5.8,1001,1.21
10210,Seoul,Yongsan-gu,37.532768,126.990021,4,15,16.87,6.5,435,0.68
10220,Seoul,Eunpyeong-gu,37.603481,126.929173,4,31,17.0,6.5,874,1.09
10230,Seoul,Jongno-gu,37.572999,126.979189,4,13,18.27,6.8,668,1.71
10240,Seoul,Jung-gu,37.563988,126.99753,4,12,18.42,7.4,728,0.94
10250,Seoul,Jungnang-gu,37.606832,127.092656,4,23,16.65,6.9,689,0.7
10000,Seoul,Seoul,37.566953,126.977977,3,607,15.38,5.8,22739,1.44
10010,Seoul,Gangnam-gu,37.518421,127.047222,3,33,13.17,4.3,3088,4.18
10020,Seoul,Gangdong-gu,37.530492,127.123837,3,27,14.55,5.4,1023,1.54
10030,Seoul,Gangbuk-gu,37.639938,127.025508,3,14,19.49,8.5,628,0.67
10040,Seoul,Gangseo-gu,37.551166,126.849506,3,36,14.39,5.7,1080,1.17
10050,Seoul,Gwanak-gu,37.47829,126.951502,3,22,15.12,4.9,909,0.89
10060,Seoul,Gwangjin-gu,37.538712,127.082366,3,22,13.75,4.8,723,1.16
10070,Seoul,Guro-gu,37.495632,126.88765,3,26,16.21,5.7,741,1.0
10080,Seoul,Geumcheon-gu,37.456852,126.895229,3,18,16.15,6.7,475,0.96
10090,Seoul,Nowon-gu,37.654259,127.056294,3,42,15.4,7.4,952,1.39
10100,Seoul,Dobong-gu,37.668952,127.047082,3,23,17.89,7.2,485,0.95
10110,Seoul,Dongdaemun-gu,37.574552,127.039721,3,21,17.26,6.7,832,1.06
10120,Seoul,Dongjak-gu,37.510571,126.963604,3,21,15.85,5.2,762,1.17
10130,Seoul,Mapo-gu,37.566283,126.901644,3,22,14.05,4.9,929,1.83
10140,Seoul,Seodaemun-gu,37.579428,126.936771,3,19,16.77,6.2,587,1.12
10150,Seoul,Seocho-gu,37.483804,127.032693,3,24,13.39,3.8,1465,2.6
10160,Seoul,Seongdong-gu,37.563277,127.036647,3,21,14.76,5.3,593,0.97
10170,Seoul,Seongbuk-gu,37.589562,127.0167,3,29,16.15,6.0,729,1.02
10180,Seoul,Songpa-gu,37.51462,127.106141,3,40,13.1,4.1,1527,1.65
10190,Seoul,Yangcheon-gu,37.517189,126.866618,3,30,13.55,5.5,816,2.26
10200,Seoul,Yeongdeungpo-gu,37.526505,126.89619,3,23,15.6,5.8,1001,1.21
10210,Seoul,Yongsan-gu,37.532768,126.990021,3,15,16.87,6.5,435,0.68
10220,Seoul,Eunpyeong-gu,37.603481,126.929173,3,31,17.0,6.5,874,1.09
10230,Seoul,Jongno-gu,37.572999,126.979189,3,13,18.27,6.8,668,1.71
10240,Seoul,Jung-gu,37.563988,126.99753,3,12,18.42,7.4,728,0.94
10250,Seoul,Jungnang-gu,37.606832,127.092656,3,23,16.65,6.9,689,0.7
10000,Seoul,Seoul,37.566953,126.977977,2,607,15.38,5.8,22739,1.44
10010,Seoul,Gangnam-gu,37.518421,127.047222,2,33,13.17,4.3,3088,4.18
10020,Seoul,Gangdong-gu,37.530492,127.123837,2,27,14.55,5.4,1023,1.54
10030,Seoul,Gangbuk-gu,37.639938,127.025508,2,14,19.49,8.5,628,0.67
10040,Seoul,Gangseo-gu,37.551166,126.849506,2,36,14.39,5.7,1080,1.17
10050,Seoul,Gwanak-gu,37.47829,126.951502,2,22,15.12,4.9,909,0.89
10060,Seoul,Gwangjin-gu,37.538712,127.082366,2,22,13.75,4.8,723,1.16
10070,Seoul,Guro-gu,37.495632,126.88765,2,26,16.21,5.7,741,1.0
10080,Seoul,Geumcheon-gu,37.456852,126.895229,2,18,16.15,6.7,475,0.96
10090,Seoul,Nowon-gu,37.654259,127.056294,2,42,15.4,7.4,952,1.39
10100,Seoul,Dobong-gu,37.668952,127.047082,2,23,17.89,7.2,485,0.95
10110,Seoul,Dongdaemun-gu,37.574552,127.039721,2,21,17.26,6.7,832,1.06
10120,Seoul,Dongjak-gu,37.510571,126.963604,2,21,15.85,5.2,762,1.17
10130,Seoul,Mapo-gu,37.566283,126.901644,2,22,14.05,4.9,929,1.83
10140,Seoul,Seodaemun-gu,37.579428,126.936771,2,19,16.77,6.2,587,1.12
10150,Seoul,Seocho-gu,37.483804,127.032693,2,24,13.39,3.8,1465,2.6
10160,Seoul,Seongdong-gu,37.563277,127.036647,2,21,14.76,5.3,593,0.97
10170,Seoul,Seongbuk-gu,37.589562,127.0167,2,29,16.15,6.0,729,1.02
10180,Seoul,Songpa-gu,37.51462,127.106141,2,40,13.1,4.1,1527,1.65
10190,Seoul,Yangcheon-gu,37.517189,126.866618,2,30,13.55,5.5,816,2.26
10200,Seoul,Yeongdeungpo-gu,37.526505,126.89619,2,23,15.6,5.8,1001,1.21
10210,Seoul,Yongsan-gu,37.532768,126.990021,2,15,16.87,6.5,435,0.68
10220,Seoul,Eunpyeong-gu,37.603481,126.929173,2,31,17.0,6.5,874,1.09
10230,Seoul,Jongno-gu,37.572999,126.979189,2,13,18.27,6.8,668,1.71
10240,Seoul,Jung-gu,37.563988,126.99753,2,12,18.42,7.4,728,0.94
10250,Seoul,Jungnang-gu,37.606832,127.092656,2,23,16.65,6.9,689,0.7
10000,Seoul,Seoul,37.566953,126.977977,1,607,15.38,5.8,22739,1.44
10010,Seoul,Gangnam-gu,37.518421,127.047222,1,33,13.17,4.3,3088,4.18
10020,Seoul,Gangdong-gu,37.530492,127.123837,1,27,14.55,5.4,1023,1.54
10030,Seoul,Gangbuk-gu,37.639938,127.025508,1,14,19.49,8.5,628,0.67
10040,Seoul,Gangseo-gu,37.551166,126.849506,1,36,14.39,5.7,1080,1.17
10050,Seoul,Gwanak-gu,37.47829,126.951502,1,22,15.12,4.9,909,0.89
10060,Seoul,Gwangjin-gu,37.538712,127.082366,1,22,13.75,4.8,723,1.16
10070,Seoul,Guro-gu,37.495632,126.88765,1,26,16.21,5.7,741,1.0
10080,Seoul,Geumcheon-gu,37.456852,126.895229,1,18,16.15,6.7,475,0.96
10090,Seoul,Nowon-gu,37.654259,127.056294,1,42,15.4,7.4,952,1.39
10100,Seoul,Dobong-gu,37.668952,127.047082,1,23,17.89,7.2,485,0.95
10110,Seoul,Dongdaemun-gu,37.574552,127.039721,1,21,17.26,6.7,832,1.06
10120,Seoul,Dongjak-gu,37.510571,126.963604,1,21,15.85,5.2,762,1.17
10130,Seoul,Mapo-gu,37.566283,126.901644,1,22,14.05,4.9,929,1.83
10140,Seoul,Seodaemun-gu,37.579428,126.936771,1,19,16.77,6.2,587,1.12
10150,Seoul,Seocho-gu,37.483804,127.032693,1,24,13.39,3.8,1465,2.6
10160,Seoul,Seongdong-gu,37.563277,127.036647,1,21,14.76,5.3,593,0.97
10170,Seoul,Seongbuk-gu,37.589562,127.0167,1,29,16.15,6.0,729,1.02
10180,Seoul,Songpa-gu,37.51462,127.106141,1,40,13.1,4.1,1527,1.65
10190,Seoul,Yangcheon-gu,37.517189,126.866618,1,30,13.55,5.5,816,2.26
10200,Seoul,Yeongdeungpo-gu,37.526505,126.89619,1,23,15.6,5.8,1001,1.21
10210,Seoul,Yongsan-gu,37.532768,126.990021,1,15,16.87,6.5,435,0.68
10220,Seoul,Eunpyeong-gu,37.603481,126.929173,1,31,17.0,6.5,874,1.09
10230,Seoul,Jongno-gu,37.572999,126.979189,1,13,18.27,6.8,668,1.71
10240,Seoul,Jung-gu,37.563988,126.99753,1,12,18.42,7.4,728,0.94
10250,Seoul,Jungnang-gu,37.606832,127.092656,1,23,16.65,6.9,689,0.7
10000,Seoul,Seoul,37.566953,126.977977,3,607,15.38,5.8,22739,1.44
10010,Seoul,Gangnam-gu,37.518421,127.047222,3,33,13.17,4.3,3088,4.18
10020,Seoul,Gangdong-gu,37.530492,127.123837,3,27,14.55,5.4,1023,1.54
10030,Seoul,Gangbuk-gu,37.639938,127.025508,3,14,19.49,8.5,628,0.67
10040,Seoul,Gangseo-gu,37.551166,126.849506,3,36,14.39,5.7,1080,1.17
10050,Seoul,Gwanak-gu,37.47829,126.951502,3,22,15.12,4.9,909,0.89
10060,Seoul,Gwangjin-gu,37.538712,127.082366,3,22,13.75,4.8,723,1.16
10070,Seoul,Guro-gu,37.495632,126.88765,3,26,16.21,5.7,741,1.0
10080,Seoul,Geumcheon-gu,37.456852,126.895229,3,18,16.15,6.7,475,0.96
10090,Seoul,Nowon-gu,37.654259,127.056294,3,42,15.4,7.4,952,1.39
10100,Seoul,Dobong-gu,37.668952,127.047082,3,23,17.89,7.2,485,0.95
10110,Seoul,Dongdaemun-gu,37.574552,127.039721,3,21,17.26,6.7,832,1.06
10120,Seoul,Dongjak-gu,37.510571,126.963604,3,21,15.85,5.2,762,1.17
10130,Seoul,Mapo-gu,37.566283,126.901644,3,22,14.05,4.9,929,1.83
10140,Seoul,Seodaemun-gu,37.579428,126.936771,3,19,16.77,6.2,587,1.12
10150,Seoul,Seocho-gu,37.483804,127.032693,3,24,13.39,3.8,1465,2.6
10160,Seoul,Seongdong-gu,37.563277,127.036647,3,21,14.76,5.3,593,0.97
10170,Seoul,Seongbuk-gu,37.589562,127.0167,3,29,16.15,6.0,729,1.02
10180,Seoul,Songpa-gu,37.51462,127.106141,3,40,13.1,4.1,1527,1.65
10190,Seoul,Yangcheon-gu,37.517189,126.866618,3,30,13.55,5.5,816,2.26
10200,Seoul,Yeongdeungpo-gu,37.526505,126.89619,3,23,15.6,5.8,1001,1.21
10210,Seoul,Yongsan-gu,37.532768,126.990021,3,15,16.87,6.5,435,0.68
10220,Seoul,Eunpyeong-gu,37.603481,126.929173,3,31,17.0,6.5,874,1.09
10230,Seoul,Jongno-gu,37.572999,126.979189,3,13,18.27,6.8,668,1.71
10240,Seoul,Jung-gu,37.563988,126.99753,3,12,18.42,7.4,728,0.94
10250,Seoul,Jungnang-gu,37.606832,127.092656,3,23,16.65,6.9,689,0.7
10000,Seoul,Seoul,37.566953,126.977977,298,607,15.38,5.8,22739,1.44
10010,Seoul,Gangnam-gu,37.518421,127.047222,298,33,13.17,4.3,3088,4.18
10020,Seoul,Gangdong-gu,37.530492,127.123837,298,27,14.55,5.4,1023,1.54
10030,Seoul,Gangbuk-gu,37.639938,127.025508,298,14,19.49,8.5,628,0.67
10040,Seoul,Gangseo-gu,37.551166,126.849506,298,36,14.39,5.7,1080,1.17
10050,Seoul,Gwanak-gu,37.47829,126.951502,298,22,15.12,4.9,909,0.89
10060,Seoul,Gwangjin-gu,37.538712,127.082366,298,22,13.75,4.8,723,1.16
10070,Seoul,Guro-gu,37.495632,126.88765,298,26,16.21,5.7,741,1.0
10080,Seoul,Geumcheon-gu,37.456852,126.895229,298,18,16.15,6.7,475,0.96
10090,Seoul,Nowon-gu,37.654259,127.056294,298,42,15.4,7.4,952,1.39
10100,Seoul,Dobong-gu,37.668952,127.047082,298,23,17.89,7.2,485,0.95
10110,Seoul,Dongdaemun-gu,37.574552,127.039721,298,21,17.26,6.7,832,1.06
10120,Seoul,Dongjak-gu,37.510571,126.963604,298,21,15.85,5.2,762,1.17
10130,Seoul,Mapo-gu,37.566283,126.901644,298,22,14.05,4.9,929,1.83
10140,Seoul,Seodaemun-gu,37.579428,126.936771,298,19,16.77,6.2,587,1.12
10150,Seoul,Seocho-gu,37.483804,127.032693,298,24,13.39,3.8,1465,2.6
10160,Seoul,Seongdong-gu,37.563277,127.036647,298,21,14.76,5.3,593,0.97
10170,Seoul,Seongbuk-gu,37.589562,127.0167,298,29,16.15,6.0,729,1.02
10180,Seoul,Songpa-gu,37.51462,127.106141,298,40,13.1,4.1,1527,1.65
10190,Seoul,Yangcheon-gu,37.517189,126.866618,298,30,13.55,5.5,816,2.26
10200,Seoul,Yeongdeungpo-gu,37.526505,126.89619,298,23,15.6,5.8,1001,1.21
10210,Seoul,Yongsan-gu,37.532768,126.990021,298,15,16.87,6.5,435,0.68
10220,Seoul,Eunpyeong-gu,37.603481,126.929173,298,31,17.0,6.5,874,1.09
10230,Seoul,Jongno-gu,37.572999,126.979189,298,13,18.27,6.8,668,1.71
10240,Seoul,Jung-gu,37.563988,126.99753,298,12,18.42,7.4,728,0.94
10250,Seoul,Jungnang-gu,37.606832,127.092656,298,23,16.65,6.9,689,0.7
10000,Seoul,Seoul,37.566953,126.977977,162,607,15.38,5.8,22739,1.44
10010,Seoul,Gangnam-gu,37.518421,127.047222,162,33,13.17,4.3,3088,4.18
10020,Seoul,Gangdong-gu,37.530492,127.123837,162,27,14.55,5.4,1023,1.54
10030,Seoul,Gangbuk-gu,37.639938,127.025508,162,14,19.49,8.5,628,0.67
10040,Seoul,Gangseo-gu,37.551166,126.849506,162,36,14.39,5.7,1080,1.17
10050,Seoul,Gwanak-gu,37.47829,126.951502,162,22,15.12,4.9,909,0.89
10060,Seoul,Gwangjin-gu,37.538712,127.082366,162,22,13.75,4.8,723,1.16
10070,Seoul,Guro-gu,37.495632,126.88765,162,26,16.21,5.7,741,1.0
10080,Seoul,Geumcheon-gu,37.456852,126.895229,162,18,16.15,6.7,475,0.96
10090,Seoul,Nowon-gu,37.654259,127.056294,162,42,15.4,7.4,952,1.39
10100,Seoul,Dobong-gu,37.668952,127.047082,162,23,17.89,7.2,485,0.95
10110,Seoul,Dongdaemun-gu,37.574552,127.039721,162,21,17.26,6.7,832,1.06
10120,Seoul,Dongjak-gu,37.510571,126.963604,162,21,15.85,5.2,762,1.17
10130,Seoul,Mapo-gu,37.566283,126.901644,162,22,14.05,4.9,929,1.83
10140,Seoul,Seodaemun-gu,37.579428,126.936771,162,19,16.77,6.2,587,1.12
10150,Seoul,Seocho-gu,37.483804,127.032693,162,24,13.39,3.8,1465,2.6
10160,Seoul,Seongdong-gu,37.563277,127.036647,162,21,14.76,5.3,593,0.97
10170,Seoul,Seongbuk-gu,37.589562,127.0167,162,29,16.15,6.0,729,1.02
10180,Seoul,Songpa-gu,37.51462,127.106141,162,40,13.1,4.1,1527,1.65
10190,Seoul,Yangcheon-gu,37.517189,126.866618,162,30,13.55,5.5,816,2.26
10200,Seoul,Yeongdeungpo-gu,37.526505,126.89619,162,23,15.6,5.8,1001,1.21
10210,Seoul,Yongsan-gu,37.532768,126.990021,162,15,16.87,6.5,435,0.68
10220,Seoul,Eunpyeong-gu,37.603481,126.929173,162,31,17.0,6.5,874,1.09
10230,Seoul,Jongno-gu,37.572999,126.979189,162,13,18.27,6.8,668,1.71
10240,Seoul,Jung-gu,37.563988,126.99753,162,12,18.42,7.4,728,0.94
10250,Seoul,Jungnang-gu,37.606832,127.092656,162,23,16.65,6.9,689,0.7
10000,Seoul,Seoul,37.566953,126.977977,100,607,15.38,5.8,22739,1.44
10010,Seoul,Gangnam-gu,37.518421,127.047222,100,33,13.17,4.3,3088,4.18
10020,Seoul,Gangdong-gu,37.530492,127.123837,100,27,14.55,5.4,1023,1.54
10030,Seoul,Gangbuk-gu,37.639938,127.025508,100,14,19.49,8.5,628,0.67
10040,Seoul,Gangseo-gu,37.551166,126.849506,100,36,14.39,5.7,1080,1.17
10050,Seoul,Gwanak-gu,37.47829,126.951502,100,22,15.12,4.9,909,0.89
10060,Seoul,Gwangjin-gu,37.538712,127.082366,100,22,13.75,4.8,723,1.16
10070,Seoul,Guro-gu,37.495632,126.88765,100,26,16.21,5.7,741,1.0
10080,Seoul,Geumcheon-gu,37.456852,126.895229,100,18,16.15,6.7,475,0.96
10090,Seoul,Nowon-gu,37.654259,127.056294,100,42,15.4,7.4,952,1.39
10100,Seoul,Dobong-gu,37.668952,127.047082,100,23,17.89,7.2,485,0.95
10110,Seoul,Dongdaemun-gu,37.574552,127.039721,100,21,17.26,6.7,832,1.06
10120,Seoul,Dongjak-gu,37.510571,126.963604,100,21,15.85,5.2,762,1.17
10130,Seoul,Mapo-gu,37.566283,126.901644,100,22,14.05,4.9,929,1.83
10140,Seoul,Seodaemun-gu,37.579428,126.936771,100,19,16.77,6.2,587,1.12
10150,Seoul,Seocho-gu,37.483804,127.032693,100,24,13.39,3.8,1465,2.6
10160,Seoul,Seongdong-gu,37.563277,127.036647,100,21,14.76,5.3,593,0.97
10170,Seoul,Seongbuk-gu,37.589562,127.0167,100,29,16.15,6.0,729,1.02
10180,Seoul,Songpa-gu,37.51462,127.106141,100,40,13.1,4.1,1527,1.65
10190,Seoul,Yangcheon-gu,37.517189,126.866618,100,30,13.55,5.5,816,2.26
10200,Seoul,Yeongdeungpo-gu,37.526505,126.89619,100,23,15.6,5.8,1001,1.21
10210,Seoul,Yongsan-gu,37.532768,126.990021,100,15,16.87,6.5,435,0.68
10220,Seoul,Eunpyeong-gu,37.603481,126.929173,100,31,17.0,6.5,874,1.09
10230,Seoul,Jongno-gu,37.572999,126.979189,100,13,18.27,6.8,668,1.71
10240,Seoul,Jung-gu,37.563988,126.99753,100,12,18.42,7.4,728,0.94
10250,Seoul,Jungnang-gu,37.606832,127.092656,100,23,16.65,6.9,689,0.7
11000,Busan,Busan,35.179884,129.074796,39,304,18.41,8.6,6752,1.4
11010,Busan,Gangseo-gu,35.212424,128.98068,39,17,11.84,5.0,147,1.43
11020,Busan,Geumjeong-gu,35.243053,129.092163,39,22,19.8,8.4,466,1.64
11030,Busan,Gijang-gun,35.244881,129.222253,39,21,15.45,7.4,229,1.31
11040,Busan,Nam-gu,35.136789,129.08414,39,21,19.13,7.9,475,1.24
11050,Busan,Dong-gu,35.129432,129.04554,39,7,25.42,13.8,239,0.83
11060,Busan,Dongnae-gu,35.20506,129.083673,39,22,17.53,7.7,608,1.98
11070,Busan,Busanjin-gu,35.163332,129.053058,39,32,19.01,8.7,986,1.62
11080,Busan,Buk-gu,35.197483,128.990224,39,27,16.04,8.4,465,1.35
11090,Busan,Sasang-gu,35.152777,128.991142,39,21,17.0,8.1,317,0.78
11100,Busan,Saha-gu,35.104642,128.974792,39,26,17.76,8.1,541,1.34
11110,Busan,Seo-gu,35.098135,129.024193,39,11,24.36,12.3,235,1.02
11120,Busan,Suyeong-gu,35.145805,129.113194,39,10,20.4,8.2,395,1.56
11130,Busan,Yeonje-gu,35.176406,129.079566,39,16,18.27,7.8,450,1.39
11140,Busan,Yeongdo-gu,35.091362,129.067884,39,14,26.13,13.3,203,0.69
11150,Busan,Jung-gu,35.106321,129.032256,39,4,26.0,13.0,182,1.36
11160,Busan,Haeundae-gu,35.16336,129.163594,39,33,16.53,7.9,814,1.63
11000,Busan,Busan,35.179884,129.074796,12,304,18.41,8.6,6752,1.4
11010,Busan,Gangseo-gu,35.212424,128.98068,12,17,11.84,5.0,147,1.43
11020,Busan,Geumjeong-gu,35.243053,129.092163,12,22,19.8,8.4,466,1.64
11030,Busan,Gijang-gun,35.244881,129.222253,12,21,15.45,7.4,229,1.31
11040,Busan,Nam-gu,35.136789,129.08414,12,21,19.13,7.9,475,1.24
11050,Busan,Dong-gu,35.129432,129.04554,12,7,25.42,13.8,239,0.83
11060,Busan,Dongnae-gu,35.20506,129.083673,12,22,17.53,7.7,608,1.98
11070,Busan,Busanjin-gu,35.163332,129.053058,12,32,19.01,8.7,986,1.62
11080,Busan,Buk-gu,35.197483,128.990224,12,27,16.04,8.4,465,1.35
11090,Busan,Sasang-gu,35.152777,128.991142,12,21,17.0,8.1,317,0.78
11100,Busan,Saha-gu,35.104642,128.974792,12,26,17.76,8.1,541,1.34
11110,Busan,Seo-gu,35.098135,129.024193,12,11,24.36,12.3,235,1.02
11120,Busan,Suyeong-gu,35.145805,129.113194,12,10,20.4,8.2,395,1.56
11130,Busan,Yeonje-gu,35.176406,129.079566,12,16,18.27,7.8,450,1.39
11140,Busan,Yeongdo-gu,35.091362,129.067884,12,14,26.13,13.3,203,0.69
11150,Busan,Jung-gu,35.106321,129.032256,12,4,26.0,13.0,182,1.36
11160,Busan,Haeundae-gu,35.16336,129.163594,12,33,16.53,7.9,814,1.63
11000,Busan,Busan,35.179884,129.074796,5,304,18.41,8.6,6752,1.4
11010,Busan,Gangseo-gu,35.212424,128.98068,5,17,11.84,5.0,147,1.43
11020,Busan,Geumjeong-gu,35.243053,129.092163,5,22,19.8,8.4,466,1.64
11030,Busan,Gijang-gun,35.244881,129.222253,5,21,15.45,7.4,229,1.31
11040,Busan,Nam-gu,35.136789,129.08414,5,21,19.13,7.9,475,1.24
11050,Busan,Dong-gu,35.129432,129.04554,5,7,25.42,13.8,239,0.83
11060,Busan,Dongnae-gu,35.20506,129.083673,5,22,17.53,7.7,608,1.98
11070,Busan,Busanjin-gu,35.163332,129.053058,5,32,19.01,8.7,986,1.62
11080,Busan,Buk-gu,35.197483,128.990224,5,27,16.04,8.4,465,1.35
11090,Busan,Sasang-gu,35.152777,128.991142,5,21,17.0,8.1,317,0.78
11100,Busan,Saha-gu,35.104642,128.974792,5,26,17.76,8.1,541,1.34
11110,Busan,Seo-gu,35.098135,129.024193,5,11,24.36,12.3,235,1.02
11120,Busan,Suyeong-gu,35.145805,129.113194,5,10,20.4,8.2,395,1.56
11130,Busan,Yeonje-gu,35.176406,129.079566,5,16,18.27,7.8,450,1.39
11140,Busan,Yeongdo-gu,35.091362,129.067884,5,14,26.13,13.3,203,0.69
11150,Busan,Jung-gu,35.106321,129.032256,5,4,26.0,13.0,182,1.36
11160,Busan,Haeundae-gu,35.16336,129.163594,5,33,16.53,7.9,814,1.63
11000,Busan,Busan,35.179884,129.074796,6,304,18.41,8.6,6752,1.4
11010,Busan,Gangseo-gu,35.212424,128.98068,6,17,11.84,5.0,147,1.43
11020,Busan,Geumjeong-gu,35.243053,129.092163,6,22,19.8,8.4,466,1.64
11030,Busan,Gijang-gun,35.244881,129.222253,6,21,15.45,7.4,229,1.31
11040,Busan,Nam-gu,35.136789,129.08414,6,21,19.13,7.9,475,1.24
11050,Busan,Dong-gu,35.129432,129.04554,6,7,25.42,13.8,239,0.83
11060,Busan,Dongnae-gu,35.20506,129.083673,6,22,17.53,7.7,608,1.98
11070,Busan,Busanjin-gu,35.163332,129.053058,6,32,19.01,8.7,986,1.62
11080,Busan,Buk-gu,35.197483,128.990224,6,27,16.04,8.4,465,1.35
11090,Busan,Sasang-gu,35.152777,128.991142,6,21,17.0,8.1,317,0.78
11100,Busan,Saha-gu,35.104642,128.974792,6,26,17.76,8.1,541,1.34
11110,Busan,Seo-gu,35.098135,129.024193,6,11,24.36,12.3,235,1.02
11120,Busan,Suyeong-gu,35.145805,129.113194,6,10,20.4,8.2,395,1.56
11130,Busan,Yeonje-gu,35.176406,129.079566,6,16,18.27,7.8,450,1.39
11140,Busan,Yeongdo-gu,35.091362,129.067884,6,14,26.13,13.3,203,0.69
11150,Busan,Jung-gu,35.106321,129.032256,6,4,26.0,13.0,182,1.36
11160,Busan,Haeundae-gu,35.16336,129.163594,6,33,16.53,7.9,814,1.63
11000,Busan,Busan,35.179884,129.074796,4,304,18.41,8.6,6752,1.4
